file_name,frame,center_x,center_y,aspect_ratio,velocity_x,velocity_y,acceleration_x,acceleration_y,fall_label
C:/Users/Admin/Desktop/fall/annotation_files\video (1).txt,144,174.0,125.0,0.3582089552238806,0.0,0.0,0.0,0.0,1
C:/Users/Admin/Desktop/fall/annotation_files\video (1).txt,145,174.0,125.0,0.3582089552238806,0.0,0.0,0.0,0.0,1
C:/Users/Admin/Desktop/fall/annotation_files\video (1).txt,146,174.0,125.0,0.3582089552238806,0.0,0.0,0.0,0.0,1
C:/Users/Admin/Desktop/fall/annotation_files\video (1).txt,147,165.0,130.5,0.416,-9.0,5.5,-9.0,5.5,1
C:/Users/Admin/Desktop/fall/annotation_files\video (1).txt,148,165.0,130.5,0.416,0.0,0.0,9.0,-5.5,1
C:/Users/Admin/Desktop/fall/annotation_files\video (1).txt,149,165.0,130.5,0.416,0.0,0.0,0.0,0.0,1
C:/Users/Admin/Desktop/fall/annotation_files\video (1).txt,150,155.0,144.5,0.6055045871559633,-10.0,14.0,-10.0,14.0,1
C:/Users/Admin/Desktop/fall/annotation_files\video (1).txt,151,157.0,145.0,0.6458333333333334,2.0,0.5,12.0,-13.5,1
C:/Users/Admin/Desktop/fall/annotation_files\video (1).txt,152,153.5,150.5,0.6767676767676768,-3.5,5.5,-5.5,5.0,1
C:/Users/Admin/Desktop/fall/annotation_files\video (1).txt,153,153.5,150.5,0.6767676767676768,0.0,0.0,3.5,-5.5,1
C:/Users/Admin/Desktop/fall/annotation_files\video (1).txt,154,151.5,155.5,1.0,-2.0,5.0,-2.0,5.0,1
C:/Users/Admin/Desktop/fall/annotation_files\video (1).txt,155,151.5,156.5,1.0740740740740742,0.0,1.0,2.0,-4.0,1
C:/Users/Admin/Desktop/fall/annotation_files\video (1).txt,156,152.5,162.5,1.2133333333333334,1.0,6.0,1.0,5.0,1
C:/Users/Admin/Desktop/fall/annotation_files\video (1).txt,157,152.5,162.5,1.2133333333333334,0.0,0.0,-1.0,-6.0,1
C:/Users/Admin/Desktop/fall/annotation_files\video (1).txt,158,152.5,162.5,1.2133333333333334,0.0,0.0,0.0,0.0,1
C:/Users/Admin/Desktop/fall/annotation_files\video (1).txt,159,152.5,162.5,1.2133333333333334,0.0,0.0,0.0,0.0,1
C:/Users/Admin/Desktop/fall/annotation_files\video (1).txt,160,152.5,162.5,1.2133333333333334,0.0,0.0,0.0,0.0,1
